TransactionNo,Items,DateTime,DayType,Location,Date,Year,Month,Day,Hour,Month_Number,Day_Number
6021,Drinks,2017-04-02 20:08:19,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6022,Drinks,2017-04-02 20:12:57,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6022,Drinks,2017-04-02 20:12:57,Weekend,Vivo,2017-04-02,2017,April,Sunday,Evening,4,6
6022,Drinks,2017-04-02 20:12:57,Weekend,Vivo,2017-04-02,2017,April,Sunday,Evening,4,6
6023,Drinks,2017-04-02 20:13:27,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6023,Drinks,2017-04-02 20:13:27,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6024,Drinks,2017-04-02 20:14:23,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6024,Drinks,2017-04-02 20:14:23,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6025,Drinks,2017-04-02 20:15:44,Weekend,Vivo,2017-04-02,2017,April,Sunday,Evening,4,6
6026,Drinks,2017-04-02 20:15:54,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6027,Drinks,2017-04-02 20:39:29,Weekend,Vivo,2017-04-02,2017,April,Sunday,Evening,4,6
6028,Drinks,2017-04-02 20:46:29,Weekend,Vivo,2017-04-02,2017,April,Sunday,Evening,4,6
6028,Drinks,2017-04-02 20:46:29,Weekend,Jurong,2017-04-02,2017,April,Sunday,Evening,4,6
6029,Original Glazed,2017-05-02 09:20:25,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6029,Original Glazed,2017-05-02 09:20:25,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6029,Glazed Chocolate Cake,2017-05-02 09:20:25,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6029,Glazed Chocolate Cake,2017-05-02 09:20:25,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6029,Chocolate Iced Glazed,2017-05-02 09:20:25,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6030,Glazed Chocolate Cake,2017-05-02 09:31:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6030,Original Glazed,2017-05-02 09:31:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6030,Original Glazed,2017-05-02 09:31:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6030,Glazed Chocolate Cake,2017-05-02 09:31:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6030,Drinks,2017-05-02 09:31:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6031,Original Glazed,2017-05-02 09:32:30,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6031,Glazed Chocolate Cake,2017-05-02 09:32:30,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6032,Original Glazed,2017-05-02 09:33:57,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6032,Original Glazed,2017-05-02 09:33:57,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6033,Drinks,2017-05-02 09:55:27,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6034,Original Glazed,2017-05-02 10:10:23,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6035,Glazed Chocolate Cake,2017-05-02 10:20:03,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6035,Glazed Chocolate Cake,2017-05-02 10:20:03,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6035,Glazed Chocolate Cake,2017-05-02 10:20:03,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6035,Glazed Chocolate Cake,2017-05-02 10:20:03,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6036,Original Glazed,2017-05-02 10:28:25,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6036,Original Glazed,2017-05-02 10:28:25,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6037,Original Glazed,2017-05-02 10:29:30,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6037,Original Glazed,2017-05-02 10:29:30,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6037,Glazed Chocolate Cake,2017-05-02 10:29:30,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Original Glazed,2017-05-02 10:31:33,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Original Glazed,2017-05-02 10:31:33,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Drinks,2017-05-02 10:31:33,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Drinks,2017-05-02 10:31:33,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Glazed Chocolate Cake,2017-05-02 10:31:33,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Drinks,2017-05-02 10:31:33,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Chocolate Iced Glazed,2017-05-02 10:31:33,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6038,Glazed Chocolate Cake,2017-05-02 10:31:33,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6039,Original Glazed,2017-05-02 10:35:44,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6040,Original Glazed,2017-05-02 10:49:43,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6040,Original Glazed,2017-05-02 10:49:43,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Morning,5,1
6040,Chocolate Iced Glazed,2017-05-02 10:49:43,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6040,Chocolate Iced Glazed,2017-05-02 10:49:43,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Morning,5,1
6041,Glazed Chocolate Cake,2017-05-02 11:06:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6041,Glazed Chocolate Cake,2017-05-02 11:06:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6041,Original Glazed,2017-05-02 11:06:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6041,Drinks,2017-05-02 11:06:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6042,Drinks,2017-05-02 11:28:10,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6042,Original Glazed,2017-05-02 11:28:10,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6042,Original Glazed,2017-05-02 11:28:10,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6042,Original Glazed,2017-05-02 11:28:10,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6043,Original Glazed,2017-05-02 11:33:40,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6043,Drinks,2017-05-02 11:33:40,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6043,Chocolate Iced Glazed,2017-05-02 11:33:40,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6044,Original Glazed,2017-05-02 11:51:24,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6044,Original Glazed,2017-05-02 11:51:24,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6044,Original Glazed,2017-05-02 11:51:24,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Drinks,2017-05-02 11:58:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Drinks,2017-05-02 11:58:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Original Glazed,2017-05-02 11:58:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Original Glazed,2017-05-02 11:58:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Original Glazed,2017-05-02 11:58:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Chocolate Iced Glazed,2017-05-02 11:58:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Chocolate Iced Glazed,2017-05-02 11:58:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Chocolate Iced Glazed,2017-05-02 11:58:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Glazed Chocolate Cake,2017-05-02 11:58:01,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6045,Drinks,2017-05-02 11:58:01,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6046,Original Glazed,2017-05-02 11:58:44,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6046,Chocolate Iced Glazed,2017-05-02 11:58:44,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6047,Original Glazed,2017-05-02 12:00:34,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Original Glazed,2017-05-02 12:04:32,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Original Glazed,2017-05-02 12:04:32,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Original Glazed,2017-05-02 12:04:32,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Glazed Chocolate Cake,2017-05-02 12:04:32,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Glazed Chocolate Cake,2017-05-02 12:04:32,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Glazed Chocolate Cake,2017-05-02 12:04:32,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Chocolate Iced Glazed,2017-05-02 12:04:32,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6048,Chocolate Iced Glazed,2017-05-02 12:04:32,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6049,Original Glazed,2017-05-02 12:07:51,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6049,Glazed Chocolate Cake,2017-05-02 12:07:51,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6049,Chocolate Iced Glazed,2017-05-02 12:07:51,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6050,Original Glazed,2017-05-02 12:09:41,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6050,Glazed Chocolate Cake,2017-05-02 12:09:41,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6050,Glazed Chocolate Cake,2017-05-02 12:09:41,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6051,Glazed Chocolate Cake,2017-05-02 12:10:23,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6051,Original Glazed,2017-05-02 12:10:23,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6052,Chocolate Iced Glazed,2017-05-02 12:22:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6052,Chocolate Iced Glazed,2017-05-02 12:22:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6053,Original Glazed,2017-05-02 12:31:43,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6054,Original Glazed,2017-05-02 12:32:24,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6054,Original Glazed,2017-05-02 12:32:24,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6054,Original Glazed,2017-05-02 12:32:24,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6054,Glazed Chocolate Cake,2017-05-02 12:32:24,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6055,Chocolate Iced Glazed,2017-05-02 12:35:49,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6055,Original Glazed,2017-05-02 12:35:49,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6055,Original Glazed,2017-05-02 12:35:49,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Original Glazed,2017-05-02 12:58:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Original Glazed,2017-05-02 12:58:48,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Original Glazed,2017-05-02 12:58:48,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Original Glazed,2017-05-02 12:58:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Chocolate Iced Glazed,2017-05-02 12:58:48,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Chocolate Iced Glazed,2017-05-02 12:58:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Glazed Chocolate Cake,2017-05-02 12:58:48,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6056,Glazed Chocolate Cake,2017-05-02 12:58:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6057,Original Glazed,2017-05-02 13:03:18,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6057,Original Glazed,2017-05-02 13:03:18,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6057,Glazed Chocolate Cake,2017-05-02 13:03:18,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6057,Original Glazed,2017-05-02 13:03:18,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6058,Original Glazed,2017-05-02 13:08:10,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6058,Glazed Chocolate Cake,2017-05-02 13:08:10,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6059,Glazed Chocolate Cake,2017-05-02 13:17:15,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6059,Original Glazed,2017-05-02 13:17:15,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6059,Chocolate Iced Glazed,2017-05-02 13:17:15,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6061,Original Glazed,2017-05-02 13:29:19,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6061,Drinks,2017-05-02 13:29:19,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6061,Chocolate Iced Glazed,2017-05-02 13:29:19,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6062,Chocolate Iced Glazed,2017-05-02 13:30:54,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6062,Original Glazed,2017-05-02 13:30:54,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6062,Glazed Chocolate Cake,2017-05-02 13:30:54,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6063,Original Glazed,2017-05-02 13:54:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6063,Chocolate Iced Glazed,2017-05-02 13:54:48,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6063,Original Glazed,2017-05-02 13:54:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6064,Chocolate Iced Glazed,2017-05-02 13:56:55,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6064,Glazed Chocolate Cake,2017-05-02 13:56:55,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6064,Original Glazed,2017-05-02 13:56:55,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6065,Chocolate Iced Glazed,2017-05-02 14:05:37,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6065,Chocolate Iced Glazed,2017-05-02 14:05:37,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6066,Drinks,2017-05-02 14:07:29,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6066,Glazed Chocolate Cake,2017-05-02 14:07:29,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6066,Chocolate Iced Glazed,2017-05-02 14:07:29,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6067,Original Glazed,2017-05-02 14:19:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6067,Original Glazed,2017-05-02 14:19:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6067,Original Glazed,2017-05-02 14:19:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6067,Chocolate Iced Glazed,2017-05-02 14:19:47,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6067,Chocolate Iced Glazed,2017-05-02 14:19:47,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6068,Glazed Chocolate Cake,2017-05-02 14:25:22,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6070,Original Glazed,2017-05-02 14:32:55,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6070,Original Glazed,2017-05-02 14:32:55,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6070,Chocolate Iced Glazed,2017-05-02 14:32:55,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6070,Chocolate Iced Glazed,2017-05-02 14:32:55,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6071,Original Glazed,2017-05-02 14:36:04,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6071,Glazed Chocolate Cake,2017-05-02 14:36:04,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6071,Glazed Chocolate Cake,2017-05-02 14:36:04,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6071,Glazed Chocolate Cake,2017-05-02 14:36:04,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6072,Original Glazed,2017-05-02 14:42:35,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6072,Glazed Chocolate Cake,2017-05-02 14:42:35,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6072,Glazed Chocolate Cake,2017-05-02 14:42:35,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6073,Drinks,2017-05-02 14:50:49,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6073,Original Glazed,2017-05-02 14:50:49,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6073,Glazed Chocolate Cake,2017-05-02 14:50:49,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6073,Chocolate Iced Glazed,2017-05-02 14:50:49,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6074,Original Glazed,2017-05-02 14:57:57,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6074,Glazed Chocolate Cake,2017-05-02 14:57:57,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6075,Glazed Chocolate Cake,2017-05-02 15:03:20,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6075,Original Glazed,2017-05-02 15:03:20,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6076,Original Glazed,2017-05-02 15:18:02,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6077,Original Glazed,2017-05-02 15:21:24,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6078,Glazed Chocolate Cake,2017-05-02 15:44:59,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6078,Original Glazed,2017-05-02 15:44:59,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6078,Glazed Chocolate Cake,2017-05-02 15:44:59,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6078,Glazed Chocolate Cake,2017-05-02 15:44:59,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6078,Original Glazed,2017-05-02 15:44:59,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6079,Original Glazed,2017-05-02 15:46:48,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6080,Glazed Chocolate Cake,2017-05-02 15:54:11,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6080,Glazed Chocolate Cake,2017-05-02 15:54:11,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6080,Original Glazed,2017-05-02 15:54:11,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6081,Original Glazed,2017-05-02 15:54:41,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6081,Original Glazed,2017-05-02 15:54:41,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6081,Original Glazed,2017-05-02 15:54:41,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6081,Chocolate Iced Glazed,2017-05-02 15:54:41,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6081,Chocolate Iced Glazed,2017-05-02 15:54:41,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6082,Drinks,2017-05-02 15:56:23,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6082,Drinks,2017-05-02 15:56:23,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6082,Original Glazed,2017-05-02 15:56:23,Weekend,Vivo,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6082,Original Glazed,2017-05-02 15:56:23,Weekend,Jurong,2017-05-02,2017,May,Tuesday,Afternoon,5,1
6084,Original Glazed,2017-06-02 08:29:57,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6084,Original Glazed,2017-06-02 08:29:57,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6084,Original Glazed,2017-06-02 08:29:57,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6085,Original Glazed,2017-06-02 08:30:54,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6085,Original Glazed,2017-06-02 08:30:54,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6086,Glazed Chocolate Cake,2017-06-02 08:58:26,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6086,Glazed Chocolate Cake,2017-06-02 08:58:26,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6087,Original Glazed,2017-06-02 09:03:39,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6088,Original Glazed,2017-06-02 09:09:46,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6088,Original Glazed,2017-06-02 09:09:46,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6089,Original Glazed,2017-06-02 09:11:12,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6089,Original Glazed,2017-06-02 09:11:12,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6090,Original Glazed,2017-06-02 09:33:29,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6091,Glazed Chocolate Cake,2017-06-02 09:34:11,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6092,Original Glazed,2017-06-02 09:39:04,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6093,Original Glazed,2017-06-02 09:53:53,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6093,Glazed Chocolate Cake,2017-06-02 09:53:53,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6094,Original Glazed,2017-06-02 09:54:07,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6095,Drinks,2017-06-02 10:10:14,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6095,Original Glazed,2017-06-02 10:10:14,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6095,Glazed Chocolate Cake,2017-06-02 10:10:14,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6096,Glazed Chocolate Cake,2017-06-02 10:11:27,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6096,Glazed Chocolate Cake,2017-06-02 10:11:27,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6097,Chocolate Iced Glazed,2017-06-02 10:18:37,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6097,Original Glazed,2017-06-02 10:18:37,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6098,Original Glazed,2017-06-02 10:19:34,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6098,Glazed Chocolate Cake,2017-06-02 10:19:34,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6099,Chocolate Iced Glazed,2017-06-02 10:40:25,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6099,Original Glazed,2017-06-02 10:40:25,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6099,Glazed Chocolate Cake,2017-06-02 10:40:25,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6100,Original Glazed,2017-06-02 10:41:06,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6101,Original Glazed,2017-06-02 10:49:13,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6102,Original Glazed,2017-06-02 10:50:29,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6102,Glazed Chocolate Cake,2017-06-02 10:50:29,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6103,Chocolate Iced Glazed,2017-06-02 10:56:19,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6103,Original Glazed,2017-06-02 10:56:19,Weekday,Jurong,2017-06-02,2017,June,Friday,Morning,6,4
6103,Chocolate Iced Glazed,2017-06-02 10:56:19,Weekday,Vivo,2017-06-02,2017,June,Friday,Morning,6,4
6104,Original Glazed,2017-06-02 11:35:13,Weekday,Jurong,2017-06-02,2017,June,Friday,Afternoon,6,4
6104,Chocolate Iced Glazed,2017-06-02 11:35:13,Weekday,Vivo,2017-06-02,2017,June,Friday,Afternoon,6,4
6105,Original Glazed,2017-06-02 11:44:41,Weekday,Jurong,2017-06-02,2017,June,Friday,Afternoon,6,4
6107,Original Glazed,2017-06-02 11:52:10,Weekday,Vivo,2017-06-02,2017,June,Friday,Afternoon,6,4
6108,Original Glazed,2017-06-02 11:53:23,Weekday,Vivo,2017-06-02,2017,June,Friday,Afternoon,6,4
